alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,metric极,metric极速_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min,极速test_type
,{},,"{'temp_C': 50, 'pressure_MPa': None, 'time_h': None, 'medium': 'concentrated nitric acid', 'atmosphere': None, 'dpa': None}",6ae9e4b3e3c0,,density,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,rinsing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 50, 'pressure_MPa': None, 'time_h': None, 'medium': 'concentrated nitric acid', 'atmosphere': None, 'dpa': None}",6ae9e4b3e3c0,,specific_heat,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,rinsing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 50, 'pressure_MPa': None, 'time_h': None, 'medium': 'concentrated nitric acid', 'atmosphere': None, 'dpa': None}",6ae9e4b3e3c0,,thermal_conductivity,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,rinsing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 50, 'pressure_MPa': None, 'time_h': None, 'medium': 'concentrated nitric acid', 'atmosphere': None, 'dpa': None}",6ae9e4b3e3c0,,elastoplastic_model,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,rinsing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 50, 'pressure_MPa': None, 'time_h': None, 'medium': 'concentrated nitric acid', 'atmosphere': None, 'dpa': None}",6ae9e4b3e3c0,,thermal_expansion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,rinsing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 50, 'pressure_MPa': None, 'time_h': None, 'medium': 'concentrated nitric acid', 'atmosphere': None, 'dpa': None}",6ae9e4b3e3c0,,irradiation_creep,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,rinsing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 50, 'pressure_MPa': None, 'time_h': None, 'medium': 'concentrated nitric acid', 'atmosphere': None, 'dpa': None}",6ae9e4b3e3c0,,irradiation_swelling,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,rinsing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 50, 'pressure_MPa': None, 'time_h': None, 'medium': 'concentrated nitric acid', 'atmosphere': None, 'dpa': None}",6ae9e4b3e3c0,,corrosion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,rinsing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 50, 'pressure_MPa': None, 'time_h': None, 'medium': 'concentrated nitric acid', 'atmosphere': None, 'dpa': None}",6ae9e4b3e3c0,,hardening,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,rinsing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",7916502f54dc,0.9,,particle equivalent mean diameter was measured and classified in groups of 0.1 μm,measurement,,,,Text,,particle diameter classification,μm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,SEM,μm,0.1,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",7916502f54dc,0.9,,detection limit under these conditions was 0.05 μm,measurement,,,,Text,,detection limit,μm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,SEM,μm,0.05,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",7916502f54dc,0.9,,analyzed area of 2100 μm²,measurement,,,,Text,,analyzed area,μm²,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,SEM,μm²,2100,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",7916502f54dc,0.9,,"thinning the tubes chemically in a solution of 45.5% distilled water, 45.5% nitric acid, and 9% hydrofluoric acid",process,,,,Text,chemical thinning,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",7916502f54dc,0.9,,average coolant inlet and outlet temperature of 284 and 322°C,measurement,,,,Text,,coolant temperature,°C,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,in-pile testing,°C,,322,284,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",7916502f54dc,0.9,,average linear heat generation rate of 17.8 kW/m,measurement,,,,Text,,linear heat generation rate,kW/m,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,in-pile testing,kW/m,17.8,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",7916502f54dc,0.9,corrosion,refreshment rate of 2 L/h,measurement,,,,Text,,refreshment rate,L/h,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,corrosion testing,L/h,2,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",7916502f54dc,0.9,corrosion,O₂ concentration in the feedwater of <10 ppb,measurement,,,,Text,,oxygen concentration,ppb,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,corrosion testing,ppb,10,10,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",7916502f54dc,0.9,corrosion,maximum deviation at the different fixture locations from the set temperature value was found to be only ±2°C,measurement,,,,Text,,temperature deviation,°C,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,corrosion testing,°C,2,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",7916502f54dc,,density,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",7916502f54dc,,specific_heat,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",7916502f54dc,,thermal_conductivity,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",7916502f54dc,,elastoplastic_model,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",7916502f54dc,,thermal_expansion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",7916502f54dc,,irradiation_creep,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",7916502f54dc,,irradiation_swelling,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",7916502f54dc,,hardening,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': -25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",09261a123fdf,0.9,,jet polishing in a solution of 15% perchloric acid in methanol at -25°C and 15 V,process,,,,Text,jet polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': -25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",09261a123fdf,,density,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,jet polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': -25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",09261a123fdf,,specific_heat,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,jet polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': -25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",09261a123fdf,,thermal_conductivity,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,jet polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': -25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",09261a123fdf,,elastoplastic_model,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,jet polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': -25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",09261a123fdf,,thermal_expansion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,jet polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': -25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",09261a123fdf,,irradiation_creep,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,jet polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': -25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",09261a123fdf,,irradiation_swelling,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,jet polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': -25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",09261a123fdf,,corrosion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,jet polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': -25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",09261a123fdf,,hardening,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,jet polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': 10.3, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",23d1931286e5,0.9,corrosion,corrosion tests were performed at a pressure of 10.3 MPa,condition,,,,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,corrosion testing,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': 10.3, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",23d1931286e5,,density,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': 10.3, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",23d1931286e5,,specific_heat,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': 10.3, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",23d1931286e5,,thermal_conductivity,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': 10.3, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",23d1931286e5,,elastoplastic_model,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': 10.3, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",23d1931286e5,,thermal_expansion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': 10.3, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",23d1931286e5,,irradiation_creep,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': 10.3, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",23d1931286e5,,irradiation_swelling,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': 10.3, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",23d1931286e5,,hardening,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 400, 'pressure_MPa': None, 'time_h': 4800, 'medium': None, 'atmosphere': None, 'dpa': None}",888aef50c08c,0.9,corrosion,400°C during 200 days,condition,,,,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,corrosion testing,,,,,
,{},,"{'temp_C': 400, 'pressure_MPa': None, 'time_h': 4800, 'medium': None, 'atmosphere': None, 'dpa': None}",888aef50c08c,,density,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 400, 'pressure_MPa': None, 'time_h': 4800, 'medium': None, 'atmosphere': None, 'dpa': None}",888aef50c08c,,specific_heat,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 400, 'pressure_MPa': None, 'time_h': 4800, 'medium': None, 'atmosphere': None, 'dpa': None}",888aef50c08c,,thermal_conductivity,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 400, 'pressure_MPa': None, 'time_h': 4800, 'medium': None, 'atmosphere': None, 'dpa': None}",888aef50c08c,,elastoplastic_model,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 400, 'pressure_MPa': None, 'time_h': 4800, 'medium': None, 'atmosphere': None, 'dpa': None}",888aef50c08c,,thermal_expansion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 400, 'pressure_MPa': None, 'time_h': 4800, 'medium': None, 'atmosphere': None, 'dpa': None}",888aef50c08c,,irradiation_creep,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 400, 'pressure_MPa': None, 'time_h': 4800, 'medium': None, 'atmosphere': None, 'dpa': None}",888aef50c08c,,irradiation_swelling,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 400, 'pressure_MPa': None, 'time_h': 4800, 'medium': None, 'atmosphere': None, 'dpa': None}",888aef50c08c,,hardening,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 410, 'pressure_MPa': None, 'time_h': 672, 'medium': None, 'atmosphere': None, 'dpa': None}",cd7d447b5770,0.9,corrosion,410°C during 28 days,condition,,,,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,corrosion testing,,,,,
,{},,"{'temp_C': 410, 'pressure_MPa': None, 'time_h': 672, 'medium': None, 'atmosphere': None, 'dpa': None}",cd7d447b5770,,density,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 410, 'pressure_MPa': None, 'time_h': 672, 'medium': None, 'atmosphere': None, 'dpa': None}",cd7d447b5770,,specific_heat,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 410, 'pressure_MPa': None, 'time_h': 672, 'medium': None, 'atmosphere': None, 'dpa': None}",cd7d447b5770,,thermal_conductivity,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 410, 'pressure_MPa': None, 'time_h': 672, 'medium': None, 'atmosphere': None, 'dpa': None}",cd7d447b5770,,elastoplastic_model,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 410, 'pressure_MPa': None, 'time_h': 672, 'medium': None, 'atmosphere': None, 'dpa': None}",cd7d447b5770,,thermal_expansion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 410, 'pressure_MPa': None, 'time_h': 672, 'medium': None, 'atmosphere': None, 'dpa': None}",cd7d447b5770,,irradiation_creep,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 410, 'pressure_MPa': None, 'time_h': 672, 'medium': None, 'atmosphere': None, 'dpa': None}",cd7d447b5770,,irradiation_swelling,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 410, 'pressure_MPa': None, 'time_h': 672, 'medium': None, 'atmosphere': None, 'dpa': None}",cd7d447b5770,,hardening,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 430, 'pressure_MPa': None, 'time_h': 720, 'medium': None, 'atmosphere': None, 'dpa': None}",c59db289fe9e,0.9,corrosion,430°C during 30 days,condition,,,,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,corrosion testing,,,,,
,{},,"{'temp_C': 430, 'pressure_MPa': None, 'time_h': 720, 'medium': None, 'atmosphere': None, 'dpa': None}",c59db289fe9e,,density,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 430, 'pressure_MPa': None, 'time_h': 720, 'medium': None, 'atmosphere': None, 'dpa': None}",c59db289fe9e,,specific_heat,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 430, 'pressure_MPa': None, 'time_h': 720, 'medium': None, 'atmosphere': None, 'dpa': None}",c59db289fe9e,,thermal_conductivity,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 430, 'pressure_MPa': None, 'time_h': 720, 'medium': None, 'atmosphere': None, 'dpa': None}",c59db289fe9e,,elastoplastic_model,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 430, 'pressure_MPa': None, 'time_h': 720, 'medium': None, 'atmosphere': None, 'dpa': None}",c59db289fe9e,,thermal_expansion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 430, 'pressure_MPa': None, 'time_h': 720, 'medium': None, 'atmosphere': None, 'dpa': None}",c59db289fe9e,,irradiation_creep,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 430, 'pressure_MPa': None, 'time_h': 720, 'medium': None, 'atmosphere': None, 'dpa': None}",c59db289fe9e,,irradiation_swelling,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 430, 'pressure_MPa': None, 'time_h': 720, 'medium': None, 'atmosphere': None, 'dpa': None}",c59db289fe9e,,hardening,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 500, 'pressure_MPa': None, 'time_h': 24, 'medium': None, 'atmosphere': None, 'dpa': None}",feeae53731d1,0.9,corrosion,500°C during 24 h,condition,,,,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,corrosion testing,,,,,
,{},,"{'temp_C': 500, 'pressure_MPa': None, 'time_h': 24, 'medium': None, 'atmosphere': None, 'dpa': None}",feeae53731d1,,density,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 500, 'pressure_MPa': None, 'time_h': 24, 'medium': None, 'atmosphere': None, 'dpa': None}",feeae53731d1,,specific_heat,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 500, 'pressure_MPa': None, 'time_h': 24, 'medium': None, 'atmosphere': None, 'dpa': None}",feeae53731d1,,thermal_conductivity,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 500, 'pressure_MPa': None, 'time_h': 24, 'medium': None, 'atmosphere': None, 'dpa': None}",feeae53731d1,,elastoplastic_model,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 500, 'pressure_MPa': None, 'time_h': 24, 'medium': None, 'atmosphere': None, 'dpa': None}",feeae53731d1,,thermal_expansion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 500, 'pressure_MPa': None, 'time_h': 24, 'medium': None, 'atmosphere': None, 'dpa': None}",feeae53731d1,,irradiation_creep,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 500, 'pressure_MPa': None, 'time_h': 24, 'medium': None, 'atmosphere': None, 'dpa': None}",feeae53731d1,,irradiation_swelling,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 500, 'pressure_MPa': None, 'time_h': 24, 'medium': None, 'atmosphere': None, 'dpa': None}",feeae53731d1,,hardening,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
Zircaloy-2,{},,"{'temp_C': 385, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",45ab65d3e5cb,0.9,elastoplastic_model,"Yield strength, N/mm²: 335 ± 8",measurement,,,,Table 3,,yield strength,N/mm²,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,tube,tensile testing,MPa,335,343,327,
Zircaloy-2,{},,"{'temp_C': 385, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",45ab65d3e5cb,,density,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Table 3,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,tube,,,,,,
Zircaloy-2,{},,"{'temp_C': 385, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",45ab65d3e5cb,,specific_heat,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Table 3,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,tube,,,,,,
