alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,test极_type,unit,value,value_max,value_min,极process_step
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,reorientated hydrides,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,reorientated hydrides,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,reorientated hydrides,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.7,elastoplastic_model,This minimum K _ { \\mathrm { C } } value agrees with that for Zircaloy-2 obtained by Davies and Stearns [12],measurement,,text,,fracture toughness,MPa√m,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,,,,MPa√m,20,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,elastoplastic_model,The effect of temperature on K _ { \\mathrm { { C } } } for the data listed in Tables 3 and 4 is shown in Fig. 4,judgement,,text,,fracture toughness,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,,slit burst test,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,hardening,A comparison between the results of the compact tension (CT) test and the slit burst test at RT for unreorientated material is shown in Fig. 5,judgement,,text,,fracture toughness,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,unreorientated,"compact tension test, slit burst test",,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,unreorientated,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,unreorientated,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,unreorientated,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,unreorientated,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,unreorientated,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,unreorientated,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,unreorientated,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,unreorientated,,,,,,,
,"{'H': {'value': 100, 'unit': 'ppm', 'raw': '>100 ppm'}}",>100 ppm,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,"For materials with more than 100 ppm, the K_C obtained from the CT test using specimens 24 and 40 mm in width agreed with the K_C obtained from the burst tests",judgement,,text,,fracture toughness (K_C),,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,"compact tension test, burst test",,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,"Although pop-in at the crack initiation is observed in all CT tests, the pop-in appearing on the load-COD curve became more difficult to identify with increasing specimen width",judgement,,text,,pop-in behavior,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,compact tension test,,,more difficult to identify with increasing specimen width,,,
,"{'H': {'value': 100, 'unit': 'ppm', 'raw': '>100 ppm'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,,,,,,,
,"{'H': {'value': 100, 'unit': 'ppm', 'raw': '>100 ppm'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,,,,,,,
,"{'H': {'value': 100, 'unit': 'ppm', 'raw': '>100 ppm'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,,,,,,,
,"{'H': {'value': 100, 'unit': 'ppm', 'raw': '>100 ppm'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,,,,,,,
,"{'H': {'value': 100, 'unit': 'ppm', 'raw': '>100 ppm'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,,,,,,,
,"{'H': {'value': 100, 'unit': 'ppm', 'raw': '>100 ppm'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,,,,,,,
,"{'H': {'value': 100, 'unit': 'ppm', 'raw': '>100 ppm'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,,,,,,,
,"{'H': {'value': 100, 'unit': 'ppm', 'raw': '>100 ppm'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,hardening,The compact tension test results for several widths of the as-received material and hydrided material at room temperature are listed in Table 5,judgement,,Table 5,,fracture toughness,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,"as-received, hydrided",compact tension test,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 5,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,"as-received, hydrided",,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 5,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,"as-received, hydrided",,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 5,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,"as-received, hydrided",,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 5,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,"as-received, hydrided",,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 5,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,"as-received, hydrided",,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 5,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,"as-received, hydrided",,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 5,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,"as-received, hydrided",,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 5,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,"as-received, hydrided",,,,,,,
,{},,"{'temp_C': 450, 'medium': None, 'pressure_MPa': 150, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",716cb4fd5204,,hardening,"In the latter material, the hydrides were orientated completely to radial-axial direction by the cooling from 723 K to RT under a constant tensile stress of 150 MPa",value,,text,cooling from 723 K to RT under constant tensile stress,hydride orientation,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,hydrided,,,,radial-axial direction,,,
,{},,"{'temp_C': 450, 'medium': None, 'pressure_MPa': 150, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",716cb4fd5204,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,cooling from 723 K to RT under constant tensile stress,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,hydrided,,,,,,,
,{},,"{'temp_C': 450, 'medium': None, 'pressure_MPa': 150, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",716cb4fd5204,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,cooling from 723 K to RT under constant tensile stress,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,hydrided,,,,,,,
,{},,"{'temp_C': 450, 'medium': None, 'pressure_MPa': 150, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",716cb4fd5204,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,cooling from 723 K to RT under constant tensile stress,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,hydrided,,,,,,,
,{},,"{'temp_C': 450, 'medium': None, 'pressure_MPa': 150, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",716cb4fd5204,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,cooling from 723 K to RT under constant tensile stress,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,hydrided,,,,,,,
,{},,"{'temp_C': 450, 'medium': None, 'pressure_MPa': 150, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",716cb4fd5204,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,cooling from 723 K to RT under constant tensile stress,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,hydrided,,,,,,,
,{},,"{'temp_C': 450, 'medium': None, 'pressure_MPa': 150, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",716cb4fd5204,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,cooling from 723 K to RT under constant tensile stress,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,hydrided,,,,,,,
,{},,"{'temp_C': 450, 'medium': None, 'pressure_MPa': 150, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",716cb4fd5204,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,cooling from 723 K to RT under constant tensile stress,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,hydrided,,,,,,,
,{},,"{'temp_C': 450, 'medium': None, 'pressure_MPa': 150, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",716cb4fd5204,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,cooling from 723 K to RT under constant tensile stress,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,hydrided,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,hardening,"Three pairs of typical load-crack opening displacement curves and a-c output curves of the as-received material are shown in Fig. 6. where W = 12, 40, and 100 mm",judgement,,Fig. 6,,"load-crack opening displacement, a-c output",,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,as-received,compact tension test,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,hardening,"The fracture surfaces of CT specimens of as-received material are shown in Fig. 7 for specimen widths of 12, 40, 50, 100, and 150 mm tested at room temperature",judgement,,Fig. 7,,fracture surface,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,as-received,compact tension test,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,hardening,"Crack growth was stable for all specimens, with the crack front tunneling at the midsection accompanied by considerable out-of-plane plastic deformation at the surface",value,,text,,crack growth behavior,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,as-received,compact tension test,,,stable,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,hardening,The triangle shape formed by the crack tunneling was more sharply pointed in the wider specimen,judgement,,text,,crack tunneling shape,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,as-received,compact tension test,,,more sharply pointed in wider specimen,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,hardening,The J-R curves for several specimen widths are shown in Fig. 8 for the as-received material tested at room temperature,judgement,,Fig. 8,,J-R curve,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,as-received,compact tension test,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,hardening,"Irrespective of specimen width, all specimens showed metastable crack growth, or pop-in, at a J-integral of 20 to 30 kJ/m², whose values are regarded as J_IC for this material",range,,text,,J_IC,kJ/m²,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,as-received,compact tension test,,kJ/m²,,30,20,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,hardening,"In the region beyond the metastable crack growth, however, the R-curves are dependent on specimen width (i.e., with increasing specimen width they show steeper and higher plateaus)",judgement,,text,,R-curve behavior,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,as-received,compact tension test,,,steeper and higher plateaus with increasing specimen width,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 6,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,as-received,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 6,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,as-received,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 6,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,as-received,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 6,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,as-received,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 6,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,as-received,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 6,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,as-received,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 6,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,as-received,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 6,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,as-received,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,The material classified as hydrided and reorientated in Table 5 failed in the brittle mode on the load-COD curve,value,,text,,failure mode,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,hydrided and reorientated,compact tension test,,,brittle,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,hydrided and reorientated,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,hydrided and reorientated,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,hydrided and reorientated,,,,,,,
