alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,metric极,note,page_or_fig,process_step,process极,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min,极,极_type
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,corrosion,"Phase: Pre-transition; Autoclave: Qpre, cal/mole: 23782; CIRENE: 33779 ± 2000; PWRs: 34119 ± 2000",measurement,,,table,,,activation energy,cal/mole,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,corrosion,J/mol,141333.0,149733.0,132933.0,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,corrosion,"Phase: Pre-transition; Autoclave: Qpre, cal/mole: 23782; CIRENE: 33779 ± 2000; PWRs: 34119 ± 2000",measurement,,,table,,,activation energy,cal/mole,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,corrosion,J/mol,142754.0,151154.0,134354.0,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,corrosion,"Phase: Pre-transition; Autoclave: Kprc, cm3/day: 0.2 × 10-4; CIRENE: 0.09; PWRs: 0.114",measurement,,,table,,,kinetics constant,cm3/day,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,corrosion,m³/s,2.3148148148148147e-10,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,corrosion,A single activation energy can explain the behavior of Zircaloy claddings in a power reactor or an out-of-pile loop,judgement,,,text,,,activation energy,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,cladding,corrosion,,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,cladding,,,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,cladding,,,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,cladding,,,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,cladding,,,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,cladding,,,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,cladding,,,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,cladding,,,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,cladding,,,,,,,
,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",0c3b72912b7b,,irradiation_swelling,high void fractions $( \alpha = 3 0 \% )$,condition,,,text,,,void fraction,%,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk4,,,%,30,,,,
,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",0c3b72912b7b,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk4,,,,,,,,
,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",0c3b72912b7b,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk4,,,,,,,,
,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",0c3b72912b7b,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk4,,,,,,,,
,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",0c3b72912b7b,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk4,,,,,,,,
,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",0c3b72912b7b,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk4,,,,,,,,
,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",0c3b72912b7b,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk4,,,,,,,,
,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",0c3b72912b7b,,corrosion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk4,,,,,,,,
,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",0c3b72912b7b,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk4,,,,,,,,
,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'PWR'}",f465b05f7603,,corrosion,oxide layers formed under PWR conditions $( \mathrm { [ L i ] } \leq 2 . 2 \ \mathsf { p p m } )$,condition,,,text,,,lithium concentration,ppm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk4,,,ppm,2.2,,,,
,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'PWR'}",f465b05f7603,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk4,,,,,,,,
,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'PWR'}",f465b05f7603,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk4,,,,,,,,
,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'PWR'}",f465b05f7603,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk4,,,,,,,,
,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'PWR'}",f465b05f7603,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk4,,,,,,,,
,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'PWR'}",f465b05f7603,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk4,,,,,,,,
,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'PWR'}",f465b05f7603,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk4,,,,,,,,
,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'PWR'}",f465b05f7603,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk4,,,,,,,,
,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'PWR'}",f465b05f7603,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk4,,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 768, 'atmosphere': None}",6010dc270e10,,corrosion,Weight gains during autoclave corrosion test. Nominal conditions: 360°C in PWR chemical environment,measurement,,,Table 5,,,weight gain,mg/dm²,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,autoclave corrosion test,mg/dm²,22,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 768, 'atmosphere': None}",6010dc270e10,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 768, 'atmosphere': None}",6010dc270e10,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 768, 'atmosphere': None}",6010dc270e10,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 768, 'atmosphere': None}",6010dc270e10,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 768, 'atmosphere': None}",6010dc270e10,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 768, 'atmosphere': None}",6010dc270e10,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 768, 'atmosphere': None}",6010dc270e10,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 768, 'atmosphere': None}",6010dc270e10,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 768, 'atmosphere': None}",6010dc270e10,,corrosion,Weight gains during autoclave corrosion test. Nominal conditions: 360°C in PWR chemical environment,measurement,,,Table 5,,,weight gain,mg/dm²,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,autoclave corrosion test,mg/dm²,23,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 768, 'atmosphere': None}",6010dc270e10,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 768, 'atmosphere': None}",6010dc270e10,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 768, 'atmosphere': None}",6010dc270e10,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 768, 'atmosphere': None}",6010dc270e10,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 768, 'atmosphere': None}",6010dc270e10,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 768, 'atmosphere': None}",6010dc270e10,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 768, 'atmosphere': None}",6010dc270e10,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 768, 'atmosphere': None}",6010dc270e10,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2064, 'atmosphere': None}",5dec82363900,,corrosion,Weight gains during autoclave corrosion test. Nominal conditions: 360°C in PWR chemical environment,measurement,,,Table 5,,,weight gain,mg/dm²,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,autoclave corrosion test,mg/dm²,31,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2064, 'atmosphere': None}",5dec82363900,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2064, 'atmosphere': None}",5dec82363900,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2064, 'atmosphere': None}",5dec82363900,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2064, 'atmosphere': None}",5dec82363900,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2064, 'atmosphere': None}",5dec82363900,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2064, 'atmosphere': None}",5dec82363900,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
